room_id,building,room_no,occupancy,sq_footage,res_college,taken
1305,SCULLY,164,2,278,Upperclass,true
2792,1967,B111,4,522,Butler College,true
1831,BLOOMBERG,339,1,135,Butler College,true
2518,FISHER,A203,1,145,Whitman College,true
2768,BUYERS,T2,5,563,Rockefeller College,true
411,JOLINE,331,1,155,Mathey College,true
2897,FORBES,312,2,266,Forbes College,true
2770,BUYERS,22,2,593,Rockefeller College,true
2865,FORBES,232,2,220,Forbes College,true
1868,BAKER,E315,,,Whitman College,true
2918,WENDELL,B220,4,458,Whitman College,true
2020,WITHERSPOON,511,1,226,Rockefeller College,true
2614,FORBES,A175,2,195,Forbes College,true
2830,FORBES,172,2,292,Forbes College,true
1555,BAKER,E427,1,130,Whitman College,true
579,1901,121,1,122,Upperclass,false
630,1901,441,2,372,Upperclass,false
641,1903,132,2,318,Upperclass,false
664,1903,237,2,449,Upperclass,false
3218,KWANZA MARION JONES,C117,1,152,New College West,false
682,1903,422,2,495,Upperclass,false
3253,KWANZA MARION JONES,C513,1,152,New College West,false
3260,BAKER,E219,4,452,Whitman College,false
3243,KWANZA MARION JONES,C413A,1,160,New College West,false
1566,BAKER,S302,4,510,Whitman College,false
328,BLAIR,91,4,504,Mathey College,false
331,BLAIR,95,4,540,Mathey College,false
812,DOD,102,1,120,Upperclass,false
802,CUYLER,612,2,266,Upperclass,false
842,DOD,303,2,260,Upperclass,false
227,FORBES,255,2,346,Forbes College,false
1578,FISHER,A225,4,687,Whitman College,false
3263,FORBES,323,1,127,Forbes College,false
257,FORBES,A137,2,185,Forbes College,false
1864,FORBES,A327,2,288,Forbes College,false
301,FORBES,A332,2,184,Forbes College,false
274,FORBES,A234,2,180,Forbes College,false
1931,HENRY,217,2,392,Upperclass,false
488,HOLDER,27,4,620,Rockefeller College,false
2220,HOLDER,52,4,437,Rockefeller College,false
497,HOLDER,62,4,444,Rockefeller College,false
499,HOLDER,66,4,523,Rockefeller College,false
3264,LAURITZEN,D409,2,229,Whitman College,false
1025,LITTLE,101,4,512,Upperclass,false
1217,PYNE,438,2,239,Upperclass,false
1151,PYNE,124,2,438,Upperclass,false
1338,SCULLY,266,2,278,Upperclass,false
1306,SCULLY,166,2,278,Upperclass,false
790,CUYLER,422,3,396,Upperclass,false
410,JOLINE,323,3,421,Mathey College,false
408,JOLINE,313,3,409,Mathey College,false
891,FOULKE,203,3,463,Upperclass,false
1113,PATTON,73,3,443,Upperclass,false
469,BUYERS,B23,1,125,Rockefeller College,false
2879,FORBES,407,1,159,Forbes College,false
2609,FORBES,A240,1,171,Forbes College,false
1586,FISHER,A316,1,129,Whitman College,false
832,DOD,210,1,125,Upperclass,false
808,CUYLER,632,1,148,Upperclass,false
642,1903,133,1,233,Upperclass,false
667,1903,243,1,214,Upperclass,false
670,1903,312,1,172,Upperclass,false
648,1903,143,1,185,Upperclass,false
3151,ALIYA KANJI,B408,1,164,New College West,false
1564,BAKER,S204,1,202,Whitman College,false
688,1903,503,1,158,Upperclass,false
50,1976,D316,1,140,Butler College,false
49,1976,D314,1,139,Butler College,false
1195,PYNE,343,1,228,Upperclass,false
1385,SCULLY,373,1,166,Upperclass,false
1270,PYNE,735,1,251,Upperclass,false
1680,WENDELL,C207,1,146,Whitman College,false
1604,HARGADON,G402,1,128,Whitman College,false
1915,WITHERSPOON,514,1,115,Rockefeller College,false
1135,PATTON,T02,1,154,Upperclass,false
1778,FEINBERG,401,6,881,Upperclass,false
2560,FEINBERG,101,4,609,Upperclass,false
363,CAMPBELL,52B,1,118,Mathey College,false
85,BLOOMBERG,310,1,152,Butler College,true
2586,FORBES,A312,2,186,Forbes College,true
373,EDWARDS,113,1,156,Mathey College,true
2943,WENDELL,C422,1,172,Whitman College,true
2895,FORBES,315,2,263,Forbes College,true
896,FOULKE,214,1,183,Upperclass,true
2859,FORBES,259,2,293,Forbes College,true
2769,BUYERS,26,4,448,Rockefeller College,true
401,JOLINE,223,3,390,Mathey College,true
2767,BUYERS,15,4,443,Rockefeller College,true
2616,FORBES,A170,1,173,Forbes College,true
1289,SCULLY,125,1,166,Upperclass,true
2516,FISHER,A108,1,147,Whitman College,true
2126,BLAIR,42,2,232,Mathey College,true
218,FORBES,224,1,142,Forbes College,true
1912,WITHERSPOON,415,1,142,Rockefeller College,true
2762,BUYERS,14,4,444,Rockefeller College,true
156,BLOOMBERG,479,1,166,Butler College,true
2298,1901,611,1,230,Upperclass,true
2146,BLAIR,309,2,187,Mathey College,true
1327,SCULLY,250,1,166,Upperclass,true
2159,LITTLE,11,3,466,Mathey College,true
1291,SCULLY,128,1,147,Upperclass,true
2132,BLAIR,54,4,490,Mathey College,true
2737,BLOOMBERG,213,1,163,Butler College,true
2605,FORBES,A113,1,112,Forbes College,true
1523,BAKER,E002,2,201,Whitman College,true
2761,BUYERS,13,4,551,Rockefeller College,true
2224,HOLDER,78A,1,179,Rockefeller College,true
2738,BLOOMBERG,211,1,148,Butler College,true
1364,SCULLY,338,1,148,Upperclass,true
544,WITHERSPOON,216,1,109,Rockefeller College,true
2714,BLOOMBERG,351,1,186,Butler College,true
3166,ALIYA KANJI,B513,1,150,New College West,false
3164,ALIYA KANJI,B510B,1,153,New College West,false
3165,ALIYA KANJI,B512,1,152,New College West,false
3102,ADDY,A604,2,307,New College West,false
684,1903,432,2,332,Upperclass,false
687,1903,502,2,292,Upperclass,false
1507,1981,F201,4,1115,Whitman College,false
1515,1981,F301,4,1020,Whitman College,false
3117,ADDY,A711,1,152,New College West,false
3181,JOSE ENRIQUE FELICIANO,D504,1,158,New College West,false
1890,BLOOMBERG,330,2,181,Butler College,false
734,BROWN,311,4,502,Upperclass,false
2196,CAMPBELL,42,4,411,Rockefeller College,false
777,CUYLER,236,1,127,Upperclass,false
2211,CAMPBELL,64,2,267,Mathey College,false
222,FORBES,239,2,218,Forbes College,false
224,FORBES,252,2,298,Forbes College,false
299,FORBES,A328,2,185,Forbes College,false
252,FORBES,A132,2,185,Forbes College,false
938,HENRY,121,2,313,Upperclass,false
397,HAMILTON,324,5,957,Mathey College,false
495,HOLDER,57,1,160,Rockefeller College,false
507,HOLDER,81,4,483,Rockefeller College,false
1032,LITTLE,123,4,617,Upperclass,false
1087,LOCKHART,321,3,396,Upperclass,false
1082,LOCKHART,304,1,181,Upperclass,false
1058,LOCKHART,103,2,380,Upperclass,false
1227,PYNE,611,2,349,Upperclass,false
1999,SCULLY,147,2,280,Upperclass,false
1452,SPELMAN,73,4,930,Upperclass,false
1427,SPELMAN,34,4,930,Upperclass,false
1659,WENDELL,B320,4,460,Whitman College,false
866,DOD,202S,3,460,Upperclass,false
587,1901,133,3,415,Upperclass,false
990,HENRY,324,3,461,Upperclass,false
1469,WRIGHT,11,3,448,Upperclass,false
742,BROWN,322,1,124,Upperclass,false
2875,FORBES,411,1,309,Forbes College,false
2876,FORBES,410,1,271,Forbes College,false
295,FORBES,A266,1,160,Forbes College,false
836,DOD,214,1,125,Upperclass,false
259,FORBES,A142,1,168,Forbes College,false
386,EDWARDS,509,1,160,Mathey College,false
643,1903,134,1,172,Upperclass,false
2320,1903,333,1,138,Upperclass,false
1814,BLOOMBERG,465,1,146,Butler College,false
342,BLAIR,B51,1,138,Mathey College,false
693,1903,514,1,163,Upperclass,false
1571,BAKER,S404,1,109,Whitman College,false
38,1967,B309,1,148,Butler College,false
1388,SCULLY,402,1,134,Upperclass,false
1229,PYNE,613,1,204,Upperclass,false
1286,SCULLY,121,1,190,Upperclass,false
1257,PYNE,717,1,167,Upperclass,false
68,BLOOMBERG,271,1,133,Butler College,false
125,BLOOMBERG,405,1,148,Butler College,false
129,BLOOMBERG,409,1,151,Butler College,false
146,BLOOMBERG,459,1,146,Butler College,false
145,BLOOMBERG,458,1,134,Butler College,false
1348,SCULLY,304,1,148,Upperclass,false
1970,SCULLY,234,1,148,Upperclass,false
1335,SCULLY,262,1,161,Upperclass,false
1406,SCULLY,438,1,134,Upperclass,false
966,HENRY,221,1,133,Upperclass,false
974,HENRY,229,1,166,Upperclass,false
1634,LAURITZEN,D312,1,152,Whitman College,false
1016,LAUGHLIN,626,1,190,Upperclass,false
1613,LAURITZEN,D106,1,144,Whitman College,false
415,JOLINE,412,1,212,Mathey College,false
1147,PYNE,116,1,191,Upperclass,false
1084,LOCKHART,312,1,178,Upperclass,false
2789,1967,B113,4,522,Butler College,true
1940,SCULLY,223,1,166,Upperclass,true
2176,PATTON,T1,3,395,Upperclass,true
2823,FORBES,212,1,170,Forbes College,true
2624,FORBES,A216,2,181,Forbes College,true
2625,FORBES,A160,1,162,Forbes College,true
67,BLOOMBERG,269,1,156,Butler College,true
51,BLOOMBERG,111,1,160,Butler College,true
2867,FORBES,230,1,107,Forbes College,true
2904,FORBES,313,2,261,Forbes College,true
2087,EDWARDS,208,1,155,Mathey College,true
2155,LITTLE,107,1,238,Mathey College,true
2698,BLOOMBERG,263,1,141,Butler College,true
2502,LAURITZEN,D205,4,496,Whitman College,true
1315,SCULLY,206,1,147,Upperclass,true
2043,EDWARDS,216,1,128,Mathey College,true
1092,LOCKHART,331,1,170,Upperclass,true
485,HOLDER,22,1,110,Rockefeller College,true
2045,EDWARDS,214,1,176,Mathey College,true
1482,WRIGHT,404,1,216,Upperclass,true
2736,BLOOMBERG,214,1,155,Butler College,true
2824,FORBES,214,2,187,Forbes College,true
2225,HOLDER,77,1,192,Rockefeller College,true
2168,LITTLE,27,1,209,Mathey College,true
1945,SCULLY,315,,,Upperclass,true
1978,SCULLY,208,1,148,Upperclass,true
2294,FOULKE,212,1,204,Upperclass,true
2899,FORBES,310,1,120,Forbes College,true
2607,FORBES,A111,2,181,Forbes College,true
690,1903,511,1,175,Upperclass,true
2917,WENDELL,B215,4,484,Whitman College,true
1920,WITHERSPOON,305,2,220,Rockefeller College,true
394,HAMILTON,121,1,145,Mathey College,true
2297,1901,621,2,381,Upperclass,true
2543,1981,F410,1,185,Whitman College,true
2156,LITTLE,112,1,146,Mathey College,true
2573,FORBES,A414,2,179,Forbes College,true
29,1967,B204,4,574,Butler College,false
3128,ALIYA KANJI,B205,1,151,New College West,false
3231,KWANZA MARION JONES,C218B,1,159,New College West,false
3244,KWANZA MARION JONES,C413B,1,160,New College West,false
338,BLAIR,302,4,598,Mathey College,false
2153,BLAIR,303,4,595,Mathey College,false
712,BROWN,114,1,125,Upperclass,false
720,BROWN,128,4,509,Upperclass,false
754,BROWN,418,4,523,Upperclass,false
784,CUYLER,403,1,235,Upperclass,false
820,DOD,113,2,260,Upperclass,false
1926,DOD,300N,1,150,Upperclass,false
927,FOULKE,341,4,603,Upperclass,false
3184,JOSE ENRIQUE FELICIANO,D506,4,449,New College West,false
501,HOLDER,68,1,179,Rockefeller College,false
398,JOLINE,212,2,386,Mathey College,false
399,JOLINE,213,2,366,Mathey College,false
3236,KWANZA MARION JONES,C225,2,223,New College West,false
3249,KWANZA MARION JONES,C502,4,489,New College West,false
3245,KWANZA MARION JONES,C414,4,729,New College West,false
2506,LAURITZEN,D404,1,132,Whitman College,false
1040,LITTLE,146,4,653,Upperclass,false
1099,LOCKHART,423,2,350,Upperclass,false
1055,LITTLE,A56,4,610,Upperclass,false
1170,PYNE,225,1,163,Upperclass,false
1174,PYNE,234,2,263,Upperclass,false
2004,WITHERSPOON,122,2,243,Rockefeller College,false
531,WITHERSPOON,117,4,610,Rockefeller College,false
741,BROWN,321,3,498,Upperclass,false
908,FOULKE,311,3,414,Upperclass,false
903,FOULKE,304,3,431,Upperclass,false
983,HENRY,302,3,436,Upperclass,false
767,CUYLER,122,3,441,Upperclass,false
779,CUYLER,312,3,415,Upperclass,false
932,HENRY,111,3,388,Upperclass,false
737,BROWN,314,1,129,Upperclass,false
841,DOD,302,1,120,Upperclass,false
829,DOD,205,1,125,Upperclass,false
1812,1903,126,1,165,Upperclass,false
1943,1903,332,1,185,Upperclass,false
650,1903,212,1,205,Upperclass,false
654,1903,216,1,206,Upperclass,false
928,FOULKE,329A,1,123,Upperclass,false
3274,BAKER,E415,1,128,Whitman College,false
3278,BAKER,E214,1,118,Whitman College,false
1563,BAKER,S203,1,193,Whitman College,false
340,BLAIR,B41,1,122,Mathey College,false
1502,1981,F114,1,101,Whitman College,false
1212,PYNE,432,1,133,Upperclass,false
1395,SCULLY,413,1,134,Upperclass,false
1256,PYNE,716,1,149,Upperclass,false
2745,BLOOMBERG,224,1,135,Butler College,false
123,BLOOMBERG,403,1,149,Butler College,false
112,BLOOMBERG,367,1,135,Butler College,false
142,BLOOMBERG,454,1,129,Butler College,false
93,BLOOMBERG,324,1,136,Butler College,false
1651,WENDELL,B311,1,115,Whitman College,false
1657,WENDELL,B317,1,115,Whitman College,false
1661,WENDELL,B408,1,167,Whitman College,false
1686,WENDELL,C214,1,149,Whitman College,false
2819,WILF,E105,1,142,Butler College,false
1682,WENDELL,C209,1,146,Whitman College,false
1403,SCULLY,432,1,134,Upperclass,false
1603,HARGADON,G401,1,181,Whitman College,false
538,WITHERSPOON,208,1,108,Rockefeller College,false
560,WITHERSPOON,504,1,197,Rockefeller College,false
1630,LAURITZEN,D306,1,169,Whitman College,false
3295,PATTON,T09,1,155,Upperclass,false
1441,SPELMAN,54,4,930,Upperclass,false
2585,FORBES,A314,2,183,Forbes College,true
2085,EDWARDS,210,1,166,Mathey College,true
2389,JOLINE,322,1,155,Mathey College,true
2068,EDWARDS,414,1,147,Mathey College,true
2800,YOSELOFF,A106,4,538,Butler College,true
2317,LOCKHART,331,4,471,Upperclass,true
1647,WENDELL,B212,1,152,Whitman College,true
2589,FORBES,A277,2,282,Forbes College,true
2584,FORBES,A316,1,179,Forbes College,true
2854,FORBES,271,2,292,Forbes College,true
426,LITTLE,51,4,529,Mathey College,true
2809,1976,D208,4,522,Butler College,true
2848,FORBES,105,2,193,Forbes College,true
2080,EDWARDS,312,1,163,Mathey College,true
95,BLOOMBERG,326,1,150,Butler College,true
2047,EDWARDS,211,1,164,Mathey College,true
171,WILF,E203,1,128,Butler College,true
774,CUYLER,233,1,160,Upperclass,true
773,CUYLER,232,1,152,Upperclass,true
2811,1976,D115,4,522,Butler College,true
241,FORBES,308,1,130,Forbes College,true
1518,1981,F305,1,115,Whitman College,true
1295,SCULLY,136,1,147,Upperclass,true
2385,JOLINE,423,4,426,Mathey College,true
2033,WITHERSPOON,212,1,110,Rockefeller College,true
2071,EDWARDS,411,1,168,Mathey College,true
1911,WITHERSPOON,405,2,231,Rockefeller College,true
2244,HOLDER,105,4,461,Rockefeller College,true
2079,EDWARDS,313,1,154,Mathey College,true
1813,FISHER,A224,1,174,Whitman College,true
2136,BLAIR,72,2,215,Mathey College,true
77,BLOOMBERG,302,1,145,Butler College,true
2626,FORBES,A161,1,169,Forbes College,true
2580,FORBES,A324,2,179,Forbes College,true
2059,EDWARDS,403,1,170,Mathey College,true
2216,CAMPBELL,11,2,253,Rockefeller College,true
2131,BLAIR,62,4,533,Mathey College,true
2763,BUYERS,12,4,465,Rockefeller College,true
2520,FISHER,A210,1,146,Whitman College,true
2387,JOLINE,413,4,424,Mathey College,true
2265,CUYLER,411,2,223,Upperclass,true
484,HOLDER,12,1,200,Rockefeller College,true
2877,FORBES,409,2,368,Forbes College,true
2191,CAMPBELL,2A,2,257,Rockefeller College,true
3190,JOSE ENRIQUE FELICIANO,D605,1,173,New College West,false
3202,KWANZA MARION JONES,C016B,1,159,New College West,false
48,1976,D312,4,571,Butler College,false
3135,ALIYA KANJI,B223B,1,159,New College West,false
3224,KWANZA MARION JONES,C122,1,151,New College West,false
3129,ALIYA KANJI,B210,1,153,New College West,false
1559,BAKER,S102,4,554,Whitman College,false
2134,BLAIR,74,4,510,Mathey College,false
2208,CAMPBELL,44,2,377,Rockefeller College,false
733,BROWN,228,4,519,Upperclass,false
811,DOD,101,1,125,Upperclass,false
1583,FISHER,A310,1,133,Whitman College,false
213,FORBES,217,2,244,Forbes College,false
221,FORBES,237,2,234,Forbes College,false
2597,FORBES,A149,1,158,Forbes College,false
270,FORBES,A227,2,291,Forbes College,false
3178,JOSE ENRIQUE FELICIANO,D316,2,303,New College West,false
3175,JOSE ENRIQUE FELICIANO,D007,4,442,New College West,false
3210,KWANZA MARION JONES,C023,1,152,New College West,false
437,LITTLE,83,2,419,Mathey College,false
1031,LITTLE,122,4,637,Upperclass,false
1064,LOCKHART,121,2,384,Upperclass,false
1166,PYNE,221,2,373,Upperclass,false
1971,SCULLY,153,2,280,Upperclass,false
1277,SCULLY,102,4,755,Upperclass,false
1412,SPELMAN,11,4,930,Upperclass,false
1434,SPELMAN,45,4,930,Upperclass,false
1667,WENDELL,B415,2,201,Whitman College,false
178,WILF,E305,4,580,Butler College,false
1143,PATTON,T12,6,1278,Upperclass,false
959,HENRY,212,3,401,Upperclass,false
1592,HARGADON,G101D,3,475,Whitman College,false
1117,PATTON,80,3,456,Upperclass,false
768,CUYLER,211,3,425,Upperclass,false
1108,PATTON,62,3,449,Upperclass,false
1265,PYNE,728,3,446,Upperclass,false
365,EDWARDS,102,1,101,Mathey College,false
600,1901,225,1,145,Upperclass,false
1960,1903,233,1,140,Upperclass,false
902,FOULKE,303,1,185,Upperclass,false
655,1903,221,1,176,Upperclass,false
660,1903,227,1,185,Upperclass,false
318,FORBES,A438,1,181,Forbes College,false
1544,BAKER,E307,1,114,Whitman College,false
148,BLOOMBERG,463,1,147,Butler College,false
150,BLOOMBERG,469,1,142,Butler College,false
1517,1981,F303,1,177,Whitman College,false
1276,SCULLY,101,1,288,Upperclass,false
1268,PYNE,733,1,145,Upperclass,false
1267,PYNE,732,1,144,Upperclass,false
132,BLOOMBERG,425,1,137,Butler College,false
100,BLOOMBERG,340,1,148,Butler College,false
1683,WENDELL,C210,1,150,Whitman College,false
167,WILF,E107,1,138,Butler College,false
994,HENRY,222A,1,139,Upperclass,false
1900,HOLDER,75,1,135,Rockefeller College,false
1033,LITTLE,124,1,219,Upperclass,false
522,HOLDER,124,1,200,Rockefeller College,false
1155,PYNE,133,1,174,Upperclass,false
1435,SPELMAN,46,4,930,Upperclass,false
1429,SPELMAN,36,4,930,Upperclass,false
2503,LAURITZEN,D207,4,529,Whitman College,true
1369,SCULLY,352,1,166,Upperclass,true
730,BROWN,225,1,130,Upperclass,true
2076,EDWARDS,316,1,131,Mathey College,true
2846,FORBES,114,2,187,Forbes College,true
2757,BLOOMBERG,160,4,568,Butler College,true
2569,FORBES,A422,2,180,Forbes College,true
2731,BLOOMBERG,203,1,133,Butler College,true
547,WITHERSPOON,222,2,280,Rockefeller College,true
2291,PYNE,136,1,192,Upperclass,true
2062,EDWARDS,319,2,288,Mathey College,true
2855,FORBES,270,2,294,Forbes College,true
2219,HOLDER,54,2,193,Rockefeller College,true
339,BLAIR,305,4,605,Mathey College,true
1309,SCULLY,171,1,166,Upperclass,true
883,FOULKE,122,1,151,Upperclass,true
1952,1903,521,1,179,Upperclass,true
2532,1981,F207,1,108,Whitman College,true
2621,FORBES,A222,2,184,Forbes College,true
2286,PYNE,331,1,229,Upperclass,true
2777,HAMILTON,321,2,272,Mathey College,true
516,HOLDER,97,1,118,Rockefeller College,true
477,CAMPBELL,26,4,486,Rockefeller College,true
2751,BLOOMBERG,246,1,146,Butler College,true
2771,BUYERS,18,1,108,Rockefeller College,true
536,WITHERSPOON,205,2,212,Rockefeller College,true
2234,HOLDER,77A,2,250,Rockefeller College,true
2290,PYNE,231A,1,132,Upperclass,true
508,HOLDER,85,1,158,Rockefeller College,true
2082,EDWARDS,310,1,166,Mathey College,true
2915,FORBES,373,2,246,Forbes College,true
1670,WENDELL,B419,1,152,Whitman College,true
1297,SCULLY,140,4,755,Upperclass,true
2836,FORBES,166,2,293,Forbes College,true
268,FORBES,A178,3,363,Forbes College,true
2089,EDWARDS,206,1,176,Mathey College,true
2241,HOLDER,113,2,205,Rockefeller College,true
2594,FORBES,A177,4,525,Forbes College,true
2613,FORBES,A211,2,291,Forbes College,true
668,1903,244,2,342,Upperclass,false
3205,KWANZA MARION JONES,C018,1,152,New College West,false
3246,KWANZA MARION JONES,C415,1,132,New College West,false
3148,ALIYA KANJI,B402,4,727,New College West,false
3132,ALIYA KANJI,B220,1,147,New College West,false
2201,CAMPBELL,31,4,422,Rockefeller College,false
2197,CAMPBELL,41,4,411,Rockefeller College,false
719,BROWN,127,4,536,Upperclass,false
813,DOD,103,2,260,Upperclass,false
798,CUYLER,521,2,347,Upperclass,false
2202,CAMPBELL,56,2,246,Mathey College,false
875,DOD,402S,3,460,Upperclass,false
225,FORBES,253,2,287,Forbes College,false
2228,HOLDER,55,1,186,Rockefeller College,false
520,HOLDER,122,2,435,Rockefeller College,false
503,HOLDER,74,2,326,Rockefeller College,false
2221,HOLDER,51,4,445,Rockefeller College,false
3254,KWANZA MARION JONES,C601,4,455,New College West,false
3255,KWANZA MARION JONES,C602,4,490,New College West,false
2170,LITTLE,23,4,531,Mathey College,false
1618,LAURITZEN,D112,4,460,Whitman College,false
434,LITTLE,74,4,573,Mathey College,false
1115,PATTON,75,2,313,Upperclass,false
1182,PYNE,314,3,407,Upperclass,false
1161,PYNE,144,1,192,Upperclass,false
1223,PYNE,511,4,809,Upperclass,false
1197,PYNE,345,4,577,Upperclass,false
1424,SPELMAN,25,4,930,Upperclass,false
1894,WITHERSPOON,517,4,665,Rockefeller College,false
1658,WENDELL,B318,4,517,Whitman College,false
1034,LITTLE,131,3,464,Upperclass,false
2795,YOSELOFF,A204,4,522,Butler College,false
788,CUYLER,414,3,437,Upperclass,false
933,HENRY,112,3,395,Upperclass,false
743,BROWN,325,1,132,Upperclass,false
2883,FORBES,403,1,193,Forbes College,false
281,FORBES,A247,1,170,Forbes College,false
278,FORBES,A244,1,168,Forbes College,false
1587,FISHER,A317,1,113,Whitman College,false
821,DOD,114,1,125,Upperclass,false
827,DOD,202,1,120,Upperclass,false
831,DOD,207,1,120,Upperclass,false
662,1903,231,1,182,Upperclass,false
1532,BAKER,E123,1,140,Whitman College,false
165,BOGLE,C205,1,153,Butler College,false
42,1976,D114,1,202,Butler College,false
1494,1981,F027,1,164,Whitman College,false
31,1967,B209,1,148,Butler College,false
1211,PYNE,431,1,175,Upperclass,false
1216,PYNE,437,1,128,Upperclass,false
1224,PYNE,601,1,188,Upperclass,false
2707,BLOOMBERG,411,1,154,Butler College,false
117,BLOOMBERG,376,1,135,Butler College,false
1250,PYNE,705,1,168,Upperclass,false
1684,WENDELL,C211,1,147,Whitman College,false
1464,WILF,E401,1,137,Upperclass,false
1293,SCULLY,131,1,196,Upperclass,false
1996,SCULLY,435,1,134,Upperclass,false
1988,SCULLY,224,1,147,Upperclass,false
951,HENRY,201,1,182,Upperclass,false
2257,HOLDER,36,1,190,Rockefeller College,false
1626,LAURITZEN,D302,1,146,Whitman College,false
1014,LAUGHLIN,624,1,191,Upperclass,false
504,HOLDER,76,1,169,Rockefeller College,false
514,HOLDER,95,1,112,Rockefeller College,false
1093,LOCKHART,401,1,219,Upperclass,false
2181,PATTON,309,1,152,Upperclass,false
2308,LOCKHART,122,1,248,Upperclass,true
2622,FORBES,A218,2,186,Forbes College,true
2227,HOLDER,133A,2,182,Rockefeller College,true
2571,FORBES,A417,1,283,Forbes College,true
2113,BROWN,324,1,140,Upperclass,true
2896,FORBES,314,2,231,Forbes College,true
1874,BAKER,E314,,,Whitman College,true
1086,LOCKHART,315,1,177,Upperclass,true
906,FOULKE,307,1,164,Upperclass,true
702,1903,527,1,188,Upperclass,true
2871,FORBES,225,2,196,Forbes College,true
2612,FORBES,A212,2,186,Forbes College,true
512,HOLDER,93,2,197,Rockefeller College,true
2599,FORBES,A140,1,171,Forbes College,true
2143,BLAIR,104,2,260,Mathey College,true
265,FORBES,A155,1,178,Forbes College,true
2165,LITTLE,37,4,527,Mathey College,true
1371,SCULLY,354,1,166,Upperclass,true
2053,EDWARDS,303,1,102,Mathey College,true
2545,1981,F412,1,155,Whitman College,true
1676,WENDELL,B428,1,130,Whitman College,true
2882,FORBES,404,1,153,Forbes College,true
2787,1967,B206,1,151,Butler College,true
2083,EDWARDS,309,1,166,Mathey College,true
1985,SCULLY,142,1,140,Upperclass,true
2057,EDWARDS,406,1,156,Mathey College,true
2245,HOLDER,104,4,545,Rockefeller College,true
2892,FORBES,320,1,122,Forbes College,true
1818,BLOOMBERG,243,1,138,Butler College,true
473,CAMPBELL,14,2,328,Rockefeller College,true
2392,JOLINE,221,4,435,Mathey College,true
2235,HOLDER,141,4,419,Rockefeller College,true
1954,PYNE,425,1,169,Upperclass,true
2764,BUYERS,31,2,197,Rockefeller College,true
2322,1903,331,1,248,Upperclass,true
1560,BAKER,S104,1,200,Whitman College,true
1671,WENDELL,B420,1,134,Whitman College,true
2733,BLOOMBERG,220,1,131,Butler College,true
2237,HOLDER,133,2,202,Rockefeller College,true
1876,WENDELL,C306,1,146,Whitman College,true
3220,KWANZA MARION JONES,C120A,1,148,New College West,false
3188,JOSE ENRIQUE FELICIANO,D603,1,157,New College West,false
3146,ALIYA KANJI,B329,4,561,New College West,false
3139,ALIYA KANJI,B304,2,233,New College West,false
3140,ALIYA KANJI,B305,1,151,New College West,false
3159,ALIYA KANJI,B502,4,723,New College West,false
3111,ADDY,A704,2,307,New College West,false
57,BLOOMBERG,175,2,244,Butler College,false
782,CUYLER,401,1,223,Upperclass,false
216,FORBES,220,2,248,Forbes College,false
943,HENRY,131,1,139,Upperclass,false
3193,JOSE ENRIQUE FELICIANO,D607,2,297,New College West,false
517,HOLDER,107,2,748,Rockefeller College,false
2240,HOLDER,121,2,439,Rockefeller College,false
1052,LITTLE,A46,2,444,Upperclass,false
1103,PATTON,30,3,428,Upperclass,false
1120,PATTON,83,1,192,Upperclass,false
1078,LOCKHART,242,2,420,Upperclass,false
1054,LITTLE,A54,4,501,Upperclass,false
1249,PYNE,704,2,399,Upperclass,false
1314,SCULLY,202,4,755,Upperclass,false
1426,SPELMAN,32,4,930,Upperclass,false
1430,SPELMAN,37,4,930,Upperclass,false
1460,SPELMAN,83,4,930,Upperclass,false
1453,SPELMAN,74,4,930,Upperclass,false
170,WILF,E202,4,580,Butler College,false
804,CUYLER,621,3,431,Upperclass,false
993,HENRY,333,3,402,Upperclass,false
917,FOULKE,322,3,437,Upperclass,false
1474,WRIGHT,301,4,632,Upperclass,false
979,HENRY,234,3,436,Upperclass,false
709,BROWN,111,3,497,Upperclass,false
280,FORBES,A246,1,168,Forbes College,false
853,DOD,414,1,125,Upperclass,false
371,EDWARDS,111,1,156,Mathey College,false
2342,1903,114,1,162,Upperclass,false
680,1903,414,1,203,Upperclass,false
921,FOULKE,329,1,119,Upperclass,false
315,FORBES,A432,1,181,Forbes College,false
3281,BAKER,E418,1,138,Whitman College,false
347,BLAIR,B71,1,150,Mathey College,false
353,BLAIR,B91,1,132,Mathey College,false
695,1903,516,1,187,Upperclass,false
1508,1981,F212,1,119,Whitman College,false
3288,99ALEXANDER,203,1,192,Forbes College,false
1173,PYNE,233,1,134,Upperclass,false
1192,PYNE,334,1,177,Upperclass,false
2696,BLOOMBERG,267,1,135,Butler College,false
114,BLOOMBERG,371,1,136,Butler College,false
1869,BLOOMBERG,429,1,134,Butler College,false
97,BLOOMBERG,329,1,133,Butler College,false
2034,WITHERSPOON,105,1,190,Rockefeller College,false
166,WILF,E103,1,211,Butler College,false
1394,SCULLY,411,1,134,Upperclass,false
1995,SCULLY,437,1,134,Upperclass,false
936,HENRY,115,1,238,Upperclass,false
1901,WITHERSPOON,512,1,116,Rockefeller College,false
2036,WITHERSPOON,521,1,128,Rockefeller College,false
2508,LAURITZEN,D406,1,131,Whitman College,false
1638,LAURITZEN,D420,1,132,Whitman College,false
456,LITTLE,391,1,140,Mathey College,false
448,LITTLE,318,1,159,Mathey College,false
453,LITTLE,385,1,207,Mathey College,false
