room_id,building,room_no,occupancy,sq_footage,res_college,taken
1012,LAUGHLIN,622,1,181,Upperclass,false
1074,LOCKHART,225,1,194,Upperclass,false
208,FORBES,209,2,183,Forbes College,false
1442,SPELMAN,55,4,930,Upperclass,false
1419,SPELMAN,18,4,930,Upperclass,false
486,HOLDER,24,1,110,Rockefeller College,true
2204,CAMPBELL,54,3,284,Mathey College,true
478,CAMPBELL,28,4,455,Rockefeller College,true
2861,FORBES,257,2,281,Forbes College,true
533,WITHERSPOON,201,4,510,Rockefeller College,true
471,BUYERS,T02,4,563,Rockefeller College,true
2127,BLAIR,41,2,213,Mathey College,true
2693,WRIGHT,405,1,256,Upperclass,true
2538,1981,F316,1,118,Whitman College,true
2151,BLAIR,101,4,497,Mathey College,true
1610,LAURITZEN,D018,2,194,Whitman College,true
2619,FORBES,A224,2,181,Forbes College,true
2116,BROWN,310,1,217,Upperclass,true
2256,HOLDER,65,4,449,Rockefeller College,true
2934,WENDELL,C410,1,148,Whitman College,true
361,CAMPBELL,6A,1,146,Mathey College,true
2526,FISHER,A208,1,143,Whitman College,true
2232,HOLDER,75A,1,169,Rockefeller College,true
2031,WITHERSPOON,315,2,219,Rockefeller College,true
2546,1981,F414,1,162,Whitman College,true
2799,YOSELOFF,A104,4,522,Butler College,true
1260,PYNE,721,1,177,Upperclass,true
2674,SCULLY,445,1,134,Upperclass,true
1944,SCULLY,313,1,166,Upperclass,true
824,DOD,117,1,120,Upperclass,true
1623,LAURITZEN,D209,1,118,Whitman College,true
2840,FORBES,162,2,293,Forbes College,true
2056,EDWARDS,219,2,269,Mathey College,true
2579,FORBES,A326,2,180,Forbes College,true
2849,FORBES,104,2,193,Forbes College,true
2139,BLAIR,116,4,495,Mathey College,true
2135,BLAIR,73,4,496,Mathey College,true
428,LITTLE,55,1,212,Mathey College,true
2812,1976,D209,4,522,Butler College,true
1883,BLOOMBERG,347,2,208,Butler College,true
2188,PATTON,T3,3,419,Upperclass,true
2898,FORBES,311,2,256,Forbes College,true
1951,1903,322,1,175,Upperclass,true
3099,ADDY,A418,1,127,New College West,false
1499,1981,F105,4,475,Whitman College,false
1488,1981,F018,4,466,Whitman College,false
3147,ALIYA KANJI,B401,4,439,New College West,false
3168,ALIYA KANJI,B516,4,600,New College West,false
3124,ALIYA KANJI,B006,1,145,New College West,false
3199,KWANZA MARION JONES,C006,1,148,New College West,false
1562,BAKER,S202,4,558,Whitman College,false
325,BLAIR,82,4,523,Mathey College,false
710,BROWN,112,4,505,Upperclass,false
2200,CAMPBELL,32,4,422,Rockefeller College,false
772,CUYLER,231,1,126,Upperclass,false
803,CUYLER,613,2,253,Upperclass,false
1588,FISHER,A318,1,132,Whitman College,false
226,FORBES,254,2,306,Forbes College,false
890,FOULKE,202,2,370,Upperclass,false
912,FOULKE,315,2,351,Upperclass,false
3180,JOSE ENRIQUE FELICIANO,D414,4,455,New College West,false
3257,KWANZA MARION JONES,C610,4,573,New College West,false
3208,KWANZA MARION JONES,C021,1,152,New College West,false
1007,LAUGHLIN,614,2,380,Upperclass,false
1106,PATTON,60,4,574,Upperclass,false
1253,PYNE,713,1,171,Upperclass,false
859,DOD,102N,3,460,Upperclass,false
304,FORBES,A337,3,291,Forbes College,false
1591,HARGADON,G101A,3,430,Whitman College,false
756,BROWN,420,3,500,Upperclass,false
778,CUYLER,311,3,424,Upperclass,false
882,FOULKE,121,3,414,Upperclass,false
765,CUYLER,112,3,447,Upperclass,false
759,BROWN,425,1,129,Upperclass,false
277,FORBES,A242,1,167,Forbes College,false
1953,DOD,307,1,120,Upperclass,false
254,FORBES,A134,1,108,Forbes College,false
253,FORBES,A133,1,115,Forbes College,false
260,FORBES,A144,1,168,Forbes College,false
378,EDWARDS,501,1,161,Mathey College,false
638,1903,124,1,174,Upperclass,false
1958,1903,235,1,149,Upperclass,false
911,FOULKE,314,1,170,Upperclass,false
649,1903,211,1,176,Upperclass,false
3273,BAKER,E406,1,126,Whitman College,false
3160,ALIYA KANJI,B503A,1,152,New College West,false
3174,ALIYA KANJI,B612,1,137,New College West,false
1551,BAKER,E419,1,128,Whitman College,false
1561,BAKER,S106,1,138,Whitman College,false
1201,PYNE,413,1,178,Upperclass,false
1203,PYNE,421,1,180,Upperclass,false
1232,PYNE,616,1,196,Upperclass,false
1190,PYNE,332,1,231,Upperclass,false
2695,BLOOMBERG,270,1,134,Butler College,false
1652,WENDELL,B312,1,152,Whitman College,false
1665,WENDELL,B412,1,131,Whitman College,false
1342,SCULLY,271,1,166,Upperclass,false
1356,SCULLY,328,1,147,Upperclass,false
1362,SCULLY,335,1,160,Upperclass,false
1964,SCULLY,446,1,134,Upperclass,false
561,WITHERSPOON,505,1,233,Rockefeller College,false
982,HENRY,301,1,216,Upperclass,false
1049,LITTLE,A36,1,201,Upperclass,false
1907,JOLINE,232,1,133,Mathey College,false
1094,LOCKHART,402,1,249,Upperclass,false
1102,LOCKHART,433,1,122,Upperclass,false
1146,PYNE,115,1,207,Upperclass,false
359,CAMPBELL,4B,1,168,Rockefeller College,false
2801,YOSELOFF,A102,4,522,Butler College,true
1928,DOD,215,1,125,Upperclass,true
429,LITTLE,57,2,443,Mathey College,true
2067,EDWARDS,415,1,211,Mathey College,true
2775,HAMILTON,115,4,503,Mathey College,true
1913,BLAIR,64,2,213,Mathey College,true
2913,FORBES,371,2,246,Forbes College,true
2850,FORBES,103,2,203,Forbes College,true
2115,BROWN,315,1,141,Upperclass,true
1525,BAKER,E008,2,141,Whitman College,true
1480,WRIGHT,402,1,193,Upperclass,true
2411,2 DICKINSON,26,1,128,No Res College Associated,true
1607,HARGADON,G406,1,140,Whitman College,true
2600,FORBES,A122,3,356,Forbes College,true
2090,EDWARDS,205,1,156,Mathey College,true
552,WITHERSPOON,316,1,113,Rockefeller College,true
2172,LITTLE,19,4,539,Mathey College,true
1387,SCULLY,401,1,134,Upperclass,true
2050,EDWARDS,306,1,182,Mathey College,true
32,1967,B211,4,522,Butler College,true
2701,BLOOMBERG,257,1,156,Butler College,true
1352,SCULLY,310,1,147,Upperclass,true
87,BLOOMBERG,314,1,156,Butler College,true
366,EDWARDS,103,1,129,Mathey College,true
310,FORBES,A424,2,179,Forbes College,true
2002,WITHERSPOON,115,2,190,Rockefeller College,true
2542,1981,F409,1,145,Whitman College,true
2086,EDWARDS,209,1,167,Mathey College,true
2396,JOLINE,122,4,400,Mathey College,true
3172,ALIYA KANJI,B603B,1,149,New College West,false
619,1901,334,1,142,Upperclass,false
3109,ADDY,A617,4,441,New College West,false
3203,KWANZA MARION JONES,C017A,1,155,New College West,false
3229,KWANZA MARION JONES,C217,1,155,New College West,false
694,1903,515,2,369,Upperclass,false
47,1976,D306,4,564,Butler College,false
3114,ADDY,A707,1,136,New College West,false
3261,BAKER,E405,1,121,Whitman College,false
53,BLOOMBERG,121,4,758,Butler College,false
56,BLOOMBERG,140,4,680,Butler College,false
63,BLOOMBERG,193,4,710,Butler College,false
1584,FISHER,A312,1,129,Whitman College,false
392,EDWARDS,515,2,299,Mathey College,false
232,FORBES,264,2,296,Forbes College,false
309,FORBES,A378,2,184,Forbes College,false
395,HAMILTON,124,4,628,Mathey College,false
500,HOLDER,67,2,761,Rockefeller College,false
496,HOLDER,61,4,508,Rockefeller College,false
523,HOLDER,126,4,618,Rockefeller College,false
3209,KWANZA MARION JONES,C022,1,151,New College West,false
459,LITTLE,401,4,550,Mathey College,false
1642,MURLEY,T403,2,584,Whitman College,false
1284,SCULLY,117,2,337,Upperclass,false
1310,SCULLY,172,2,278,Upperclass,false
1423,SPELMAN,24,4,930,Upperclass,false
1416,SPELMAN,15,4,930,Upperclass,false
1450,SPELMAN,68,4,930,Upperclass,false
1457,SPELMAN,78,4,930,Upperclass,false
1455,SPELMAN,76,4,930,Upperclass,false
559,WITHERSPOON,503,4,657,Rockefeller College,false
1678,WENDELL,C204,4,450,Whitman College,false
1104,PATTON,40,6,835,Upperclass,false
673,1903,321,3,393,Upperclass,false
298,FORBES,A323,3,392,Forbes College,false
1072,LOCKHART,223,3,440,Upperclass,false
627,1901,413,3,459,Upperclass,false
950,HENRY,151,3,406,Upperclass,false
465,BUYERS,34,1,131,Rockefeller College,false
468,BUYERS,B22,1,128,Rockefeller College,false
467,BUYERS,B21,1,124,Rockefeller College,false
283,FORBES,A250,1,168,Forbes College,false
285,FORBES,A254,1,167,Forbes College,false
279,FORBES,A245,1,166,Forbes College,false
376,EDWARDS,116,1,122,Mathey College,false
599,1901,224,1,148,Upperclass,false
683,1903,431,1,171,Upperclass,false
910,FOULKE,313,1,173,Upperclass,false
920,FOULKE,328,1,133,Upperclass,false
3277,BAKER,E410,1,124,Whitman College,false
3279,BAKER,E210,1,145,Whitman College,false
3150,ALIYA KANJI,B403B,1,149,New College West,false
147,BLOOMBERG,461,1,147,Butler College,false
703,1903,528,1,194,Upperclass,false
1493,1981,F026,1,130,Whitman College,false
2807,1976,D216,1,140,Butler College,false
319,BLAIR,45,1,101,Mathey College,false
708,1903,523A,1,235,Upperclass,false
1219,PYNE,440,1,103,Upperclass,false
1282,SCULLY,110,1,147,Upperclass,false
126,BLOOMBERG,406,1,146,Butler College,false
92,BLOOMBERG,323,1,133,Butler College,false
91,BLOOMBERG,322,1,133,Butler College,false
96,BLOOMBERG,327,1,132,Butler College,false
168,WILF,E108,1,135,Butler College,false
1956,SCULLY,227,1,166,Upperclass,false
1992,SCULLY,324,1,147,Upperclass,false
1401,SCULLY,428,1,134,Upperclass,false
186,YOSELOFF,A205,1,138,Butler College,false
973,HENRY,228,1,106,Upperclass,false
1157,PYNE,135,1,145,Upperclass,false
1432,SPELMAN,41,4,930,Upperclass,false
1303,SCULLY,160,1,147,Upperclass,true
1521,1981,F327,1,148,Whitman College,true
2729,BLOOMBERG,205,1,144,Butler College,true
2003,WITHERSPOON,112,1,104,Rockefeller College,true
2005,WITHERSPOON,309,2,214,Rockefeller College,true
1867,FORBES,A226,2,180,Forbes College,true
2837,FORBES,165,3,449,Forbes College,true
2602,FORBES,A117,1,363,Forbes College,true
1637,LAURITZEN,D418,1,139,Whitman College,true
2630,FORBES,A159,1,174,Forbes College,true
90,BLOOMBERG,320,1,133,Butler College,true
2167,LITTLE,28,2,198,Mathey College,true
2798,YOSELOFF,A103,4,522,Butler College,true
1909,WITHERSPOON,408,1,114,Rockefeller College,true
2417,2 DICKINSON,22,1,153,No Res College Associated,true
2725,BLOOMBERG,113,1,145,Butler College,true
567,1901,103,1,155,Upperclass,true
1816,BLOOMBERG,248,1,152,Butler College,true
1597,HARGADON,G301,1,173,Whitman College,true
2078,EDWARDS,314,1,174,Mathey College,true
2615,FORBES,A172,2,186,Forbes College,true
1519,1981,F307,1,108,Whitman College,true
1331,SCULLY,256,1,166,Upperclass,true
2905,FORBES,361,2,245,Forbes College,true
2529,FISHER,A116,1,111,Whitman College,true
961,HENRY,214,1,162,Upperclass,true
539,WITHERSPOON,209,2,208,Rockefeller College,true
2186,PATTON,T8,1,195,Upperclass,true
239,FORBES,306,1,136,Forbes College,true
1644,WENDELL,B205,1,113,Whitman College,true
2391,JOLINE,222,4,401,Mathey College,true
830,DOD,206,1,120,Upperclass,true
2936,WENDELL,C412,1,149,Whitman College,true
1870,1981,F216,1,118,Whitman College,true
621,1901,401,1,154,Upperclass,false
566,1901,102,2,335,Upperclass,false
608,1901,312,2,355,Upperclass,false
581,1901,123,4,502,Upperclass,false
3217,KWANZA MARION JONES,C116,1,151,New College West,false
3198,KWANZA MARION JONES,C005,1,148,New College West,false
3206,KWANZA MARION JONES,C019,1,151,New College West,false
28,1967,B202,4,542,Butler College,false
3227,KWANZA MARION JONES,C213B,1,160,New College West,false
3096,ADDY,A308,4,485,New College West,false
149,BLOOMBERG,467,1,134,Butler College,false
728,BROWN,221,4,505,Upperclass,false
1929,DOD,400N,1,150,Upperclass,false
2903,FORBES,327,1,145,Forbes College,false
275,FORBES,A236,2,180,Forbes College,false
944,HENRY,132,1,176,Upperclass,false
940,HENRY,123,4,523,Upperclass,false
949,HENRY,141,4,642,Upperclass,false
511,HOLDER,92,4,440,Rockefeller College,false
2248,HOLDER,101,4,527,Rockefeller College,false
527,HOLDER,143,4,462,Rockefeller College,false
3225,KWANZA MARION JONES,C125,4,456,New College West,false
3240,KWANZA MARION JONES,C314,4,727,New College West,false
1001,LAUGHLIN,531,5,768,Upperclass,false
1635,LAURITZEN,D314,4,965,Whitman College,false
1037,LITTLE,142,4,644,Upperclass,false
1063,LOCKHART,114,1,173,Upperclass,false
1234,PYNE,621,2,353,Upperclass,false
1148,PYNE,121,2,444,Upperclass,false
1244,PYNE,641,4,588,Upperclass,false
1316,SCULLY,207,4,510,Upperclass,false
1365,SCULLY,340,4,755,Upperclass,false
1384,SCULLY,372,2,278,Upperclass,false
1417,SPELMAN,16,4,930,Upperclass,false
1467,WILF,E405,4,580,Upperclass,false
878,FOULKE,111,3,401,Upperclass,false
679,1903,413,3,557,Upperclass,false
919,FOULKE,326,3,386,Upperclass,false
568,1901,104,3,404,Upperclass,false
1124,PATTON,87,3,472,Upperclass,false
417,JOLINE,432,3,331,Mathey College,false
885,FOULKE,124,3,454,Upperclass,false
718,BROWN,123,1,123,Upperclass,false
290,FORBES,A259,1,172,Forbes College,false
191,FORBES,106,1,143,Forbes College,false
843,DOD,310,1,125,Upperclass,false
815,DOD,105,1,125,Upperclass,false
819,DOD,112,1,120,Upperclass,false
846,DOD,315,1,125,Upperclass,false
603,1901,233,1,174,Upperclass,false
657,1903,224,1,175,Upperclass,false
677,1903,402,1,217,Upperclass,false
313,FORBES,A428,1,181,Forbes College,false
3276,BAKER,E411,1,133,Whitman College,false
698,1903,523,1,105,Upperclass,false
1485,1981,F015,1,144,Whitman College,false
1172,PYNE,232,1,132,Upperclass,false
1389,SCULLY,403,1,134,Upperclass,false
1238,PYNE,626,1,125,Upperclass,false
122,BLOOMBERG,402,1,153,Butler College,false
1243,PYNE,634,1,215,Upperclass,false
2685,SCULLY,152,1,166,Upperclass,false
1337,SCULLY,265,1,166,Upperclass,false
1975,SCULLY,440,1,134,Upperclass,false
960,HENRY,213,1,179,Upperclass,false
968,HENRY,223,1,133,Upperclass,false
980,HENRY,235,1,164,Upperclass,false
985,HENRY,312,1,196,Upperclass,false
2513,LAURITZEN,D408,1,139,Whitman College,false
2507,LAURITZEN,D405,1,149,Whitman College,false
1625,LAURITZEN,D301,1,131,Whitman College,false
458,LITTLE,395,1,230,Mathey College,false
443,LITTLE,305,1,123,Mathey College,false
1895,LITTLE,323,1,127,Mathey College,false
2177,PATTON,T13,1,229,Upperclass,false
1349,SCULLY,306,1,147,Upperclass,true
1950,DOD,406,1,120,Upperclass,true
2864,FORBES,233,2,202,Forbes College,true
1889,BLOOMBERG,240,2,200,Butler College,true
1884,1976,D215,4,522,Butler College,true
2907,FORBES,362,2,245,Forbes College,true
532,WITHERSPOON,121,1,115,Rockefeller College,true
2932,WENDELL,C406,1,127,Whitman College,true
2142,BLAIR,111,4,495,Mathey College,true
2912,FORBES,369,2,247,Forbes College,true
1917,WITHERSPOON,114,1,107,Rockefeller College,true
2909,FORBES,365,2,245,Forbes College,true
1553,BAKER,E423,1,141,Whitman College,true
2386,JOLINE,421,4,429,Mathey College,true
2805,1976,D108,4,522,Butler College,true
2652,SCULLY,312,1,148,Upperclass,true
2682,SCULLY,204,1,148,Upperclass,true
2713,BLOOMBERG,356,3,533,Butler College,true
2645,SCULLY,323,1,166,Upperclass,true
2072,EDWARDS,410,1,169,Mathey College,true
2416,2 DICKINSON,21,1,105,No Res College Associated,true
1579,FISHER,A301,2,245,Whitman College,true
1300,SCULLY,150,1,166,Upperclass,true
169,WILF,E201,1,137,Butler College,true
2739,BLOOMBERG,210,1,153,Butler College,true
2536,1981,F314,4,526,Whitman College,true
66,BLOOMBERG,229,1,131,Butler College,true
2570,FORBES,A418,2,181,Forbes College,true
2628,FORBES,A166,1,161,Forbes College,true
2774,HAMILTON,112,4,449,Mathey College,true
2144,BLAIR,103,4,511,Mathey College,true
1595,HARGADON,G205,1,156,Whitman College,true
2048,EDWARDS,308,1,153,Mathey College,true
2190,CAMPBELL,1A,3,444,Rockefeller College,true
466,BUYERS,B13,1,154,Rockefeller College,true
1656,WENDELL,B316,1,148,Whitman College,true
1934,SCULLY,321,1,182,Upperclass,true
1914,WITHERSPOON,401,4,545,Rockefeller College,true
1302,SCULLY,158,1,166,Upperclass,true
1506,1981,F123,4,702,Whitman College,false
3113,ADDY,A706,2,305,New College West,false
3118,ADDY,A713,1,132,New College West,false
1558,BAKER,S003,2,261,Whitman College,false
345,BLAIR,B61,2,248,Mathey College,false
738,BROWN,318,4,507,Upperclass,false
463,BUYERS,32,4,728,Rockefeller College,false
749,BROWN,411,4,512,Upperclass,false
805,CUYLER,622,2,265,Upperclass,false
214,FORBES,218,2,275,Forbes College,false
240,FORBES,307,1,120,Forbes College,false
2884,FORBES,402,1,182,Forbes College,false
305,FORBES,A338,2,184,Forbes College,false
3242,KWANZA MARION JONES,C316,4,444,New College West,false
3247,KWANZA MARION JONES,C416,4,444,New College West,false
996,LAUGHLIN,512,2,377,Upperclass,false
1132,PATTON,313,2,234,Upperclass,false
1640,MURLEY,T304,2,231,Whitman College,false
1319,SCULLY,217,2,337,Upperclass,false
1977,SCULLY,347,2,280,Upperclass,false
1420,SPELMAN,21,4,930,Upperclass,false
1446,SPELMAN,64,4,930,Upperclass,false
1649,WENDELL,B218,4,514,Whitman College,false
534,WITHERSPOON,203,4,619,Rockefeller College,false
1109,PATTON,63,3,430,Upperclass,false
2868,FORBES,228,3,389,Forbes College,false
1966,BROWN,125,1,128,Upperclass,false
716,BROWN,121,1,112,Upperclass,false
724,BROWN,213,1,126,Upperclass,false
1835,FORBES,A158,1,180,Forbes College,false
794,CUYLER,437,1,191,Upperclass,false
854,DOD,415,1,125,Upperclass,false
384,EDWARDS,507,1,164,Mathey College,false
605,1901,235,1,176,Upperclass,false
640,1903,131,1,184,Upperclass,false
1967,1903,232,1,128,Upperclass,false
666,1903,242,1,157,Upperclass,false
589,1901,201,1,173,Upperclass,false
924,FOULKE,333,1,188,Upperclass,false
880,FOULKE,113,1,173,Upperclass,false
1533,BAKER,E125,1,140,Whitman College,false
3282,BAKER,E417,1,128,Whitman College,false
54,BLOOMBERG,124,1,170,Butler College,false
3284,BAKER,E107,1,114,Whitman College,false
1573,BAKER,S406,1,109,Whitman College,false
1168,PYNE,223,1,176,Upperclass,false
1214,PYNE,434,1,152,Upperclass,false
1213,PYNE,433,1,183,Upperclass,false
1205,PYNE,423,1,164,Upperclass,false
1968,PYNE,624,1,178,Upperclass,false
1179,PYNE,311,1,209,Upperclass,false
1183,PYNE,315,1,166,Upperclass,false
65,BLOOMBERG,227,1,132,Butler College,false
70,BLOOMBERG,274,1,132,Butler College,false
102,BLOOMBERG,342,1,145,Butler College,false
530,WITHERSPOON,14,1,121,Rockefeller College,false
1334,SCULLY,261,1,160,Upperclass,false
1669,WENDELL,B418,1,140,Whitman College,false
551,WITHERSPOON,312,1,116,Rockefeller College,false
1910,WITHERSPOON,410,1,114,Rockefeller College,false
978,HENRY,233,1,194,Upperclass,false
454,LITTLE,387,1,137,Mathey College,false
1073,LOCKHART,224,1,206,Upperclass,false
1317,SCULLY,213,1,166,Upperclass,true
2183,PATTON,T4,1,184,Upperclass,true
2593,FORBES,A271,3,293,Forbes College,true
2306,LOCKHART,412,1,168,Upperclass,true
2759,BLOOMBERG,122,1,279,Butler College,true
367,EDWARDS,105,1,151,Mathey College,true
1645,WENDELL,B209,4,480,Whitman College,true
2212,CAMPBELL,6B,2,193,Mathey College,true
2939,WENDELL,C415,1,132,Whitman College,true
554,WITHERSPOON,321,1,115,Rockefeller College,true
1636,LAURITZEN,D416,1,133,Whitman College,true
2716,BLOOMBERG,345,1,139,Butler College,true
2785,1967,B311,4,522,Butler College,true
1328,SCULLY,252,1,166,Upperclass,true
1947,SCULLY,132,1,147,Upperclass,true
1290,SCULLY,127,1,166,Upperclass,true
1011,LAUGHLIN,618,1,175,Upperclass,true
2643,SCULLY,113,1,166,Upperclass,true
1358,SCULLY,331,1,196,Upperclass,true
2828,FORBES,202,2,193,Forbes College,true
2727,BLOOMBERG,207,1,143,Butler College,true
174,WILF,E208,1,135,Butler College,true
2728,BLOOMBERG,206,1,140,Butler College,true
431,LITTLE,63,4,644,Mathey College,true
1556,BAKER,E429,1,119,Whitman College,true
1351,SCULLY,308,1,148,Upperclass,true
1149,PYNE,122,1,168,Upperclass,true
198,FORBES,116,2,193,Forbes College,true
2549,1981,F420,4,634,Whitman College,true
2148,BLAIR,307,2,194,Mathey College,true
2336,1903,522,1,214,Upperclass,true
2900,FORBES,309,1,120,Forbes College,true
2806,1976,D315,4,522,Butler College,true
758,BROWN,422,1,126,Upperclass,true
1367,SCULLY,348,1,166,Upperclass,true
915,FOULKE,318,1,211,Upperclass,true
2393,JOLINE,215,4,425,Mathey College,true
2070,EDWARDS,412,1,158,Mathey College,true
3163,ALIYA KANJI,B510A,1,162,New College West,false
646,1903,141,2,378,Upperclass,false
3098,ADDY,A416,1,162,New College West,false
3127,ALIYA KANJI,B204,2,232,New College West,false
3125,ALIYA KANJI,B201,4,468,New College West,false
2724,BLOOMBERG,272,2,173,Butler College,false
333,BLAIR,97,4,592,Mathey College,false
321,BLAIR,53,4,503,Mathey College,false
323,BLAIR,65,4,499,Mathey College,false
745,BROWN,327,4,501,Upperclass,false
852,DOD,413,4,705,Upperclass,false
862,DOD,200S,1,150,Upperclass,false
1879,FISHER,A305,1,139,Whitman College,false
215,FORBES,219,2,246,Forbes College,false
1577,FISHER,A201,4,755,Whitman College,false
242,FORBES,317,1,125,Forbes College,false
276,FORBES,A238,2,185,Forbes College,false
294,FORBES,A265,2,343,Forbes College,false
913,FOULKE,316,2,382,Upperclass,false
1598,HARGADON,G304A,1,157,Whitman College,false
970,HENRY,225,2,370,Upperclass,false
2509,LAURITZEN,D407,2,201,Whitman College,false
2514,LAURITZEN,D413,2,203,Whitman College,false
1619,LAURITZEN,D114,4,593,Whitman College,false
1021,LITTLE,91,4,509,Upperclass,false
1030,LITTLE,121,4,600,Upperclass,false
1067,LOCKHART,212,1,199,Upperclass,false
1066,LOCKHART,211,1,179,Upperclass,false
1075,LOCKHART,231,4,686,Upperclass,false
1163,PYNE,212,1,148,Upperclass,false
1252,PYNE,712,1,164,Upperclass,false
1381,SCULLY,368,2,278,Upperclass,false
1654,WENDELL,B314,4,484,Whitman College,false
863,DOD,201N,3,460,Upperclass,false
1191,PYNE,333,3,423,Upperclass,false
909,FOULKE,312,3,453,Upperclass,false
152,BLOOMBERG,473,3,482,Butler College,false
1476,WRIGHT,303,1,196,Upperclass,false
1478,WRIGHT,306,2,423,Upperclass,false
786,CUYLER,412,3,399,Upperclass,false
971,HENRY,226,3,490,Upperclass,false
752,BROWN,414,1,134,Upperclass,false
286,FORBES,A255,1,179,Forbes College,false
1932,DOD,312,1,120,Upperclass,false
2110,DOD,203,1,260,Upperclass,false
624,1901,404,1,190,Upperclass,false
602,1901,232,1,139,Upperclass,false
674,1903,323,1,175,Upperclass,false
1982,FOULKE,323,1,168,Upperclass,false
1535,BAKER,E207,1,114,Whitman College,false
1568,BAKER,S305,1,211,Whitman College,false
3285,99ALEXANDER,202,1,204,Forbes College,false
1218,PYNE,439,1,117,Upperclass,false
1220,PYNE,441,1,115,Upperclass,false
1993,SCULLY,406,1,134,Upperclass,false
1392,SCULLY,407,1,134,Upperclass,false
1278,SCULLY,104,1,148,Upperclass,false
1184,PYNE,316,1,169,Upperclass,false
131,BLOOMBERG,423,1,134,Butler College,false
1251,PYNE,711,1,168,Upperclass,false
1375,SCULLY,360,1,151,Upperclass,false
1989,SCULLY,226,1,148,Upperclass,false
948,HENRY,137,1,137,Upperclass,false
954,HENRY,204,1,213,Upperclass,false
989,HENRY,323,1,113,Upperclass,false
1481,WRIGHT,403,1,174,Upperclass,false
1475,WRIGHT,302,1,185,Upperclass,false
2512,LAURITZEN,D414,1,132,Whitman College,false
1620,LAURITZEN,D201,1,125,Whitman College,false
1126,PATTON,89,1,192,Upperclass,false
1965,PATTON,T10,1,136,Upperclass,false
1140,PATTON,T07,1,186,Upperclass,false
2683,SCULLY,165,1,211,Upperclass,true
368,EDWARDS,106,1,154,Mathey College,true
1905,EDWARDS,317,1,100,Mathey College,true
1550,BAKER,E323,1,135,Whitman College,true
1383,SCULLY,371,1,166,Upperclass,true
2410,2 DICKINSON,30,1,121,No Res College Associated,true
2140,BLAIR,113,2,221,Mathey College,true
2575,FORBES,A411,3,287,Forbes College,true
2914,FORBES,372,2,247,Forbes College,true
2215,CAMPBELL,12,2,253,Rockefeller College,true
2741,BLOOMBERG,208,1,140,Butler College,true
1548,BAKER,E319,4,458,Whitman College,true
492,HOLDER,43,2,191,Rockefeller College,true
2280,PYNE,642,2,268,Upperclass,true
1378,SCULLY,364,2,278,Upperclass,true
271,FORBES,A228,2,185,Forbes College,true
2519,FISHER,A205,1,145,Whitman College,true
2856,FORBES,269,2,294,Forbes College,true
33,1967,B212,4,522,Butler College,true
1935,SCULLY,323,3,414,Upperclass,true
2587,FORBES,A311,2,293,Forbes College,true
2541,1981,F407,1,136,Whitman College,true
189,YOSELOFF,A213,4,580,Butler College,true
396,HAMILTON,221,1,145,Mathey College,true
2567,FORBES,A437,2,287,Forbes College,true
2054,EDWARDS,302,1,131,Mathey College,true
2576,FORBES,A372,2,184,Forbes College,true
937,HENRY,116,1,210,Upperclass,true
2403,2 DICKINSON,24,1,111,No Res College Associated,true
34,1967,B213,4,522,Butler College,true
731,BROWN,226,1,127,Upperclass,true
2924,WENDELL,C307,1,146,Whitman College,true
2166,LITTLE,61,1,223,Mathey College,true
2797,YOSELOFF,A210,4,520,Butler College,true
2617,FORBES,A168,1,173,Forbes College,true
2766,BUYERS,21,4,526,Rockefeller College,true
2125,BLAIR,43,4,490,Mathey College,true
2845,FORBES,115,2,201,Forbes College,true
569,1901,105,1,142,Upperclass,true
900,FOULKE,301,1,174,Upperclass,true
2074,EDWARDS,408,1,175,Mathey College,true
3171,ALIYA KANJI,B603A,1,152,New College West,false
583,1901,125,4,498,Upperclass,false
3239,KWANZA MARION JONES,C313B,1,160,New College West,false
3170,ALIYA KANJI,B602,4,725,New College West,false
3136,ALIYA KANJI,B229,4,556,New College West,false
1557,BAKER,S002,4,650,Whitman College,false
326,BLAIR,83,4,504,Mathey College,false
723,BROWN,212,4,518,Upperclass,false
464,BUYERS,33,4,583,Rockefeller College,false
835,DOD,213,2,260,Upperclass,false
193,FORBES,108,2,183,Forbes College,false
1590,FISHER,A323,4,1065,Whitman College,false
918,FOULKE,325,2,350,Upperclass,false
3212,KWANZA MARION JONES,C102,4,481,New College West,false
1056,LOCKHART,101,1,234,Upperclass,false
1059,LOCKHART,104,1,166,Upperclass,false
1061,LOCKHART,112,1,112,Upperclass,false
1097,LOCKHART,421,2,302,Upperclass,false
1101,LOCKHART,432,2,248,Upperclass,false
1076,LOCKHART,232,4,722,Upperclass,false
1983,SCULLY,222,2,305,Upperclass,false
1187,PYNE,323,3,414,Upperclass,false
735,BROWN,312,3,500,Upperclass,false
115,BLOOMBERG,373,3,531,Butler College,false
998,LAUGHLIN,521,3,440,Upperclass,false
1116,PATTON,76,3,457,Upperclass,false
1473,WRIGHT,32,3,459,Upperclass,false
470,BUYERS,B31,1,210,Rockefeller College,false
2880,FORBES,406,1,228,Forbes College,false
833,DOD,211,1,125,Upperclass,false
256,FORBES,A136,1,105,Forbes College,false
383,EDWARDS,506,1,164,Mathey College,false
388,EDWARDS,511,1,163,Mathey College,false
622,1901,402,1,186,Upperclass,false
601,1901,226,1,139,Upperclass,false
658,1903,225,1,177,Upperclass,false
